"headwordIndex","translationIndex","english","original","status","register","confidence","reasonCode","reason","reviewer","replacement","applied","preferredForEnToAr","preferredForArToEn","directionReason","partOfSpeech","sourceId","beforeStatus","beforeRegister","finalArabic","beforeGrid","afterGrid","referenceArabic","referenceConflict","referenceConflictReason","sense"
"320","0","LOCATION","موقع","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of LOCATION. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to LOCATED, SITE. Does not restrict EN → AR.","noun","stage3a:h320:t0","review","uncertain","موقع","موقع","موقع","الموقع","false","",""
"320","1","LOCATION","الموقع","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of LOCATION. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to LOCATED, SITE. Does not restrict EN → AR.","noun","stage3a:h320:t1","review","uncertain","الموقع","الموقع","الموقع","الموقع","false","",""
"320","2","LOCATION","المكان","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of LOCATION. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to PLACE, VENUE. Does not restrict EN → AR.","noun","stage3a:h320:t2","review","uncertain","المكان","المكان","المكان","الموقع","false","",""
"321","0","CHANGE","التغير","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of CHANGE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to CHANGED. Does not restrict EN → AR.","noun","stage3a:h321:t0","review","uncertain","التغير","التغير","التغير","التغيير","false","",""
"321","1","CHANGE","تغيير","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of CHANGE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to ALTER, CHANGING. Does not restrict EN → AR.","noun","stage3a:h321:t1","review","uncertain","تغيير","تغيير","تغيير","التغيير","false","",""
"321","2","CHANGE","التغيير","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of CHANGE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to ALTER, CHANGING. Does not restrict EN → AR.","noun","stage3a:h321:t2","review","uncertain","التغيير","التغيير","التغيير","التغيير","false","",""
"321","3","CHANGE","غير","review","uncertain","medium","needs-linguistic-confirmation","CHANGE → غير: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h321:t3","review","uncertain","غير","غير","غير","التغيير","false","",""
"321","4","CHANGE","تغير","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of CHANGE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to CHANGED. Does not restrict EN → AR.","noun","stage3a:h321:t4","review","uncertain","تغير","تغير","تغير","التغيير","false","",""
"322","0","WHITE","بيضاء","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of WHITE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","","","adjective","stage3a:h322:t0","review","uncertain","بيضاء","بيضاء","بيضاء","أبيض","false","",""
"322","1","WHITE","الابيض","review","uncertain","medium","needs-linguistic-confirmation","WHITE → الابيض: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h322:t1","review","uncertain","الابيض","الابيض","الابيض","أبيض","false","",""
"322","2","WHITE","وايت","review","uncertain","medium","needs-linguistic-confirmation","WHITE → وايت: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h322:t2","review","uncertain","وايت","وايت","وايت","أبيض","false","",""
"322","3","WHITE","ابيض","review","uncertain","medium","needs-linguistic-confirmation","WHITE → ابيض: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h322:t3","review","uncertain","ابيض","ابيض","ابيض","أبيض","false","",""
"322","4","WHITE","أبيض","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of WHITE. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","true","Reviewer selected a clear everyday reverse clue; no shared-expression conflict in the compatibility pool. Not a guarantee of unique translation in all language contexts.","adjective","stage3a:h322:t4","review","uncertain","أبيض","أبيض","أبيض","أبيض","false","",""
"323","0","TEXT","نصوص","rejected","msa","high","incorrect-or-mismatched-equivalent","Plural texts, not singular text.","AI-assisted linguistic review","","false","false","false","","","stage3a:h323:t0","review","uncertain","نصوص","نصوص","نصوص","نص","false","",""
"323","1","TEXT","نص","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of TEXT. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to SCRIPT. Does not restrict EN → AR.","noun","stage3a:h323:t1","review","uncertain","نص","نص","نص","نص","false","",""
"323","2","TEXT","النص","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of TEXT. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to SCRIPT. Does not restrict EN → AR.","noun","stage3a:h323:t2","review","uncertain","النص","النص","النص","نص","false","",""
"324","0","SMALL","صغيره","review","uncertain","medium","needs-linguistic-confirmation","SMALL → صغيره: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h324:t0","review","uncertain","صغيره","صغيره","صغيره","صغير","false","",""
"324","1","SMALL","صغير","approved","msa","high","valid-msa-equivalent","Existing MSA equivalent of SMALL. Natural display retained; grammatical gender/definiteness alternatives are preserved.","AI-assisted linguistic review","","false","true","false","Conservative reverse-clue restriction: the same Arabic expression (ignoring article/punctuation/diacritics for review only) also maps to LITTLE. Does not restrict EN → AR.","adjective","stage3a:h324:t1","review","uncertain","صغير","صغير","صغير","صغير","false","",""
"324","2","SMALL","صغر","review","uncertain","medium","needs-linguistic-confirmation","SMALL → صغر: The remaining form needs confirmation of spelling, inflection, added context or lexical sense; plausibility/reference agreement alone is insufficient.","AI-assisted linguistic review","","false","","","","","stage3a:h324:t2","review","uncertain","صغر","صغر","صغر","صغير","false","",""
