"sampleIndex","sourceId","english","arabic","oldDecision","revisedDecision","reason","confidence","fieldConfidence","sources","reviewer","stratum","effectiveDecision","proposalArAllowed","proposalAgreement"
"133","524:2","QUOTE","الاقتباس","{""arabic"":""الاقتباس"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","الاقتباس names a quote/quotation; the noun reading is legitimate.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""الاقتباس"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"134","341:3","FORM","النموذج","{""arabic"":""النموذج"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""template""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","النموذج can mean a form/template; this recorded sense is useful even with synonyms.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""النموذج"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""template"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"135","429:0","LARGE","كبيرة","{""arabic"":""كبيرة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""adjective""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","كبيرة is the feminine large adjective; Arabic agreement does not alter the property.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""كبيرة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"136","68:0","BUSINESS","العمل","{""arabic"":""العمل"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","العمل can denote business/work activity; the activity sense is legitimate though broad.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""العمل"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"137","458:0","MARCH","المسيرة","{""arabic"":""المسيرة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""procession""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","المسيرة names a march/procession; preserve the event sense.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""المسيرة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""procession"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"138","437:1","MARKET","السوق","{""arabic"":""السوق"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","السوق is a normal market noun; no uniqueness requirement applies.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""السوق"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"139","450:3","YES","نعم","{""arabic"":""نعم"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""particle""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","نعم is the standard affirmative yes; allow both directions.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""نعم"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""particle"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"140","480:4","PLAY","لعب","{""arabic"":""لعب"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""playing""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","لعب can name play or serve as a verb citation. The play-activity meaning is retained without exact POS symmetry.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""لعب"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""playing"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"141","378:0","COLLEGE","كلية","{""arabic"":""كلية"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","كلية is an ordinary college/faculty noun. Related institutional senses are legitimate.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""كلية"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"142","190:1","PART","الجزء","{""arabic"":""الجزء"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","الجزء is a part/portion; synonyms are expected in bilingual crosswords.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""الجزء"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"143","232:2","COMMUNITY","الجماعة","{""arabic"":""الجماعة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","الجماعة can denote a community/group. This legitimate social-group sense is not excluded for breadth alone.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""الجماعة"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"144","265:2","CASE","قضية","{""arabic"":""قضية"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""matter or legal case""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":null,""preferredForArToEn"":false}","قضية is a case/matter, including a legal case; no legal advice or new sense is being added.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""قضية"",""status"":""approved"",""register"":""msa"",""preferredForArToEn"":false,""partOfSpeech"":""noun"",""sense"":""matter or legal case"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
"145","451:1","REQUIRED","مطلوب","{""arabic"":""مطلوب"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adjective""}","{""status"":""approved"",""register"":""msa"",""allowedForEnToAr"":true,""allowedForArToEn"":true,""preferredForEnToAr"":true,""preferredForArToEn"":false}","مطلوب is a natural required participial adjective; morphology is appropriate.","high","{""status"":""high"",""register"":""high"",""allowedForEnToAr"":""high"",""allowedForArToEn"":""high"",""preferredForEnToAr"":""high"",""preferredForArToEn"":""high""}","[]","Explicit second-pass AI-assisted judgment; frozen policy proposals were prepared first; not independent human certification","previous-reverse-restriction","{""arabic"":""مطلوب"",""status"":""approved"",""register"":""msa"",""preferredForEnToAr"":true,""preferredForArToEn"":false,""partOfSpeech"":""adjective"",""allowedForArToEn"":true,""allowedForEnToAr"":true}","true","true"
